Set,Champion,Cost,Role,Origin 1,Origin 2,Class 1,Class 2,Range,Summary,Skill Description,Step,Skill Type,Trigger (When),Condition (Only if),Action Source,Legacy action,Aim Target,Offset,AOE (hex),Skill Range,Count,Volley Shape,Fire Timing,Cast (s),Effect Recipient,Effect Category,Effect Detail,Amount,Scaling Type,Scaling,Effect Cadence,Effect Duration (s),Action group
Set 9,Qiyana,2 Gold,Carry,Ixtal,,Rogue,Slayer,1,Elemental Dash-Line Slayer,"Royal Combo: Dash to strike enemies in a line and deal 255/255/270% Attack Damage + 40/60/90% Ability Power physical damage, empowered by whichever elemental terrain is currently active; Stuns and knocks up the first target hit for 1.5 seconds and all other targets for 0.5 seconds.",2,Active,After Step 1,—,Self,Pierce Projectile,Current,default,default,1,1,—,—,—,Enemies in path,Status,Stun,—,—,—,Once,0.5,Projectile
Set 9,Ryze,5 Gold,Support,Wanderer,,Invoker,,4,Barkskin Zone Invoker,"Create a portal that coats the ground around the current target in a thicket of vines. After a brief delay, deal magic damage to enemies within, scaling with Ryze's own Armor and Magic Resist (150/200/300% of each), and Stun enemies at the epicenter for 2/2/2.5 seconds with a knockup. Allies within are wrapped in Barkskin, granting bonus Armor and Magic Resist equal to 150/200/300% of Ryze's own for 4 seconds (increased by Ability Power).",1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,4,1,—,—,—,Enemies in area,Attack,Damage,150/200/300% Armor + 150/200/300% MR,Derived,of Ryze's own Armor and MR,Once,—,AOE
Set 9,Ryze,5 Gold,Support,Wanderer,,Invoker,,4,Barkskin Zone Invoker,"Create a portal that coats the ground around the current target in a thicket of vines. After a brief delay, deal magic damage to enemies within, scaling with Ryze's own Armor and Magic Resist (150/200/300% of each), and Stun enemies at the epicenter for 2/2/2.5 seconds with a knockup. Allies within are wrapped in Barkskin, granting bonus Armor and Magic Resist equal to 150/200/300% of Ryze's own for 4 seconds (increased by Ability Power).",1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,4,1,—,—,—,Enemies at epicenter,Status,Stun,—,—,—,Once,2/2/2.5,AOE
Set 9,Ryze,5 Gold,Support,Wanderer,,Invoker,,4,Barkskin Zone Invoker,"Create a portal that coats the ground around the current target in a thicket of vines. After a brief delay, deal magic damage to enemies within, scaling with Ryze's own Armor and Magic Resist (150/200/300% of each), and Stun enemies at the epicenter for 2/2/2.5 seconds with a knockup. Allies within are wrapped in Barkskin, granting bonus Armor and Magic Resist equal to 150/200/300% of Ryze's own for 4 seconds (increased by Ability Power).",1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,4,1,—,—,—,Allies in area,Buff,Armor,150/200/300% of Ryze's Armor,Derived,increased by AP,Once,4,AOE
Set 9,Ryze,5 Gold,Support,Wanderer,,Invoker,,4,Barkskin Zone Invoker,"Create a portal that coats the ground around the current target in a thicket of vines. After a brief delay, deal magic damage to enemies within, scaling with Ryze's own Armor and Magic Resist (150/200/300% of each), and Stun enemies at the epicenter for 2/2/2.5 seconds with a knockup. Allies within are wrapped in Barkskin, granting bonus Armor and Magic Resist equal to 150/200/300% of Ryze's own for 4 seconds (increased by Ability Power).",1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,4,1,—,—,—,Allies in area,Buff,MR,150/200/300% of Ryze's MR,Derived,increased by AP,Once,4,AOE
Set 9,Jinx,2 Gold,Carry,Zaun,,Gunner,,4,Rocket-Barrage Gunner,Fire 5 rockets at random enemies within 2 hexes of the current target. Each rocket deals 150/155/160% Attack Damage + 15/20/35% Ability Power physical damage.,1,Active,On Cast,—,Self,Homing Projectile,Random (2 hex of Current),default,default,4,5,—,Consecutive,—,Aimed enemy,Attack,Damage,150/155/160% AD + 15/20/35% AP,—,—,Once,—,Projectile
Set 9,Warwick,2 Gold,Tank,Zaun,,Juggernaut,Challenger,1,Lifesteal Frenzy Juggernaut,"Passive: Attacks heal for 30/35/40% Ability Power.Active: Gain 100% Attack Speed for 2.5 seconds. Then, Stun adjacent enemies for 1.25/1.5/2 seconds.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,Attack Speed,100%,—,—,Once,2.5,Direct
Set 9,Warwick,2 Gold,Tank,Zaun,,Juggernaut,Challenger,1,Lifesteal Frenzy Juggernaut,"Passive: Attacks heal for 30/35/40% Ability Power.Active: Gain 100% Attack Speed for 2.5 seconds. Then, Stun adjacent enemies for 1.25/1.5/2 seconds.",2,Active,On Cast Expire,—,Self,Circle AOE,Self,centred,Circle 1 hex,1,1,—,—,—,Adjacent enemies,Status,Stun,—,—,—,Once,1.25/1.5/2,AOE
Set 9,Warwick,2 Gold,Tank,Zaun,,Juggernaut,Challenger,1,Lifesteal Frenzy Juggernaut,"Passive: Attacks heal for 30/35/40% Ability Power.Active: Gain 100% Attack Speed for 2.5 seconds. Then, Stun adjacent enemies for 1.25/1.5/2 seconds.",0.1,Passive,On Attack,—,Self,Bonus on AA,Current,—,—,1,1,—,—,—,Self,Buff,Heal,30/35/40% AP,—,—,Once,—,On-Hit
Set 9,Urgot,4 Gold,Tank,Zaun,,Deadeye,,1,Six-Leg Zoner,"Passive: Whenever an enemy enters Attack Range, fire a blast from the leg facing that direction that deals 220% Attack Damage + 40/60/500% Ability Power physical damage. Each of Urgot's 6 legs has a 4/4/1 second cooldown.Active: Gain 350/450/1200% Ability Power Shield for 5 seconds and dash behind the current target. Reset all leg cooldowns.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,Shield,350/450/1200% AP,—,—,Once,5,Direct
Set 9,Urgot,4 Gold,Tank,Zaun,,Deadeye,,1,Six-Leg Zoner,"Passive: Whenever an enemy enters Attack Range, fire a blast from the leg facing that direction that deals 220% Attack Damage + 40/60/500% Ability Power physical damage. Each of Urgot's 6 legs has a 4/4/1 second cooldown.Active: Gain 350/450/1200% Ability Power Shield for 5 seconds and dash behind the current target. Reset all leg cooldowns.",2,Active,After Step 1,—,Self,Move Behind,Current,—,—,1,—,—,—,—,Self,Movement,(reposition),—,—,resets all leg cooldowns,—,—,Movement
Set 9,Urgot,4 Gold,Tank,Zaun,,Deadeye,,1,Six-Leg Zoner,"Passive: Whenever an enemy enters Attack Range, fire a blast from the leg facing that direction that deals 220% Attack Damage + 40/60/500% Ability Power physical damage. Each of Urgot's 6 legs has a 4/4/1 second cooldown.Active: Gain 350/450/1200% Ability Power Shield for 5 seconds and dash behind the current target. Reset all leg cooldowns.",0.1,Passive,On Enemy Enters Range,Per leg (4/4/1s CD),Self,Cone AOE,Enemy entering range,default,Cone 1 hex,1,1,—,—,—,Enemies in area,Attack,Damage,220% AD + 40/60/500% AP,—,—,Once,—,AOE
Set 9,Zeri,4 Gold,Carry,Zaun,,Gunner,,4,Chain-Lightning Executioner,"Passive: Execute enemies below 8% max Health (increased by Ability Power). Active: For the next 8/8/15 seconds, attacks chain lightning to 3/3/5 additional enemies, dealing 45/45/100% Attack Damage physical damage.",1,Active,On Cast,—,Self,Cast,Self,—,—,4,—,—,—,—,Self,Buff,On-Hit Damage,attacks chain to 3/3/5 additional enemies,—,—,Once,8/8/15,Direct
Set 9,Zeri,4 Gold,Carry,Zaun,,Gunner,,4,Chain-Lightning Executioner,"Passive: Execute enemies below 8% max Health (increased by Ability Power). Active: For the next 8/8/15 seconds, attacks chain lightning to 3/3/5 additional enemies, dealing 45/45/100% Attack Damage physical damage.",1,Active,On Cast,—,Self,Cast,Self,—,—,4,—,—,—,—,Self,Status,Empowered,—,—,—,Once,8/8/15,Direct
Set 9,Zeri,4 Gold,Carry,Zaun,,Gunner,,4,Chain-Lightning Executioner,"Passive: Execute enemies below 8% max Health (increased by Ability Power). Active: For the next 8/8/15 seconds, attacks chain lightning to 3/3/5 additional enemies, dealing 45/45/100% Attack Damage physical damage.",0.1,Passive,On Attack,If Empowered,Self,Bounce Homing Projectile,Current,default,default,4,3/3/5,—,Consecutive,—,Aimed enemy,Attack,Damage,45/45/100% AD,—,—,Once,—,Projectile
Set 9,Zeri,4 Gold,Carry,Zaun,,Gunner,,4,Chain-Lightning Executioner,"Passive: Execute enemies below 8% max Health (increased by Ability Power). Active: For the next 8/8/15 seconds, attacks chain lightning to 3/3/5 additional enemies, dealing 45/45/100% Attack Damage physical damage.",0.2,Passive,On Attack,—,Self,Bonus on AA,Current,—,—,4,1,—,—,—,Same to Aim Target,Status,Execute,< 8% max HP (increased by AP),—,—,Once,—,On-Hit
Set 9,Silco,4 Gold,Support,Zaun,,Sorcerer,,4,Chem-Zone Sorcerer,"Undercity Tactics: Throw a vial at the nearest surrounded enemy, covering nearby hexes in chemicals for 6 seconds. Deal 65/100/400% Ability Power magic damage per second to chemical-affected enemies, and heal affected allies for 20/25/120% Ability Power per second. When possible, target unaffected groups.",1,Active,On Cast,—,Self,Homing Projectile,Clustered,default,default,4,1,—,—,—,—,—,—,—,—,—,—,—,Projectile
Set 9,Silco,4 Gold,Support,Zaun,,Sorcerer,,4,Chem-Zone Sorcerer,"Undercity Tactics: Throw a vial at the nearest surrounded enemy, covering nearby hexes in chemicals for 6 seconds. Deal 65/100/400% Ability Power magic damage per second to chemical-affected enemies, and heal affected allies for 20/25/120% Ability Power per second. When possible, target unaffected groups.",2,Active,On Projectile Hit,—,Step 1 Projectile,Zone AOE,Hex That Projectile Hit,centred,Circle 2 hex,4,1,—,—,—,Enemies in area,Attack,Damage,65/100/400% AP,—,—,Every 1s,6,AOE
Set 9,Silco,4 Gold,Support,Zaun,,Sorcerer,,4,Chem-Zone Sorcerer,"Undercity Tactics: Throw a vial at the nearest surrounded enemy, covering nearby hexes in chemicals for 6 seconds. Deal 65/100/400% Ability Power magic damage per second to chemical-affected enemies, and heal affected allies for 20/25/120% Ability Power per second. When possible, target unaffected groups.",2,Active,On Projectile Hit,—,Step 1 Projectile,Zone AOE,Hex That Projectile Hit,centred,Circle 2 hex,4,1,—,—,—,Allies in area,Buff,Heal,20/25/120% AP,—,—,Every 1s,6,AOE
Set 9,Graves,1 Gold,Carry,Bilgewater,,Rogue,Gunner,1,Smoke-Cloud Chiller,"Smoke Grenade: Launch a smoke grenade toward the current target. It explodes on impact dealing physical damage to adjacent enemies, leaving behind a smoke cloud that Chills for a few seconds. Chill: Reduce Attack Speed by 30%. Damage AD: 200% / 200% / 205%. Damage AP: 30% / 45% / 60%.Damage: AD + AP.Duration: 3 / 3.5 / 4 seconds.",1,Active,On Cast,—,Self,Homing Projectile,Current,default,default,1,1,—,—,—,—,—,—,—,—,—,—,—,Projectile
Set 9,Graves,1 Gold,Carry,Bilgewater,,Rogue,Gunner,1,Smoke-Cloud Chiller,"Smoke Grenade: Launch a smoke grenade toward the current target. It explodes on impact dealing physical damage to adjacent enemies, leaving behind a smoke cloud that Chills for a few seconds. Chill: Reduce Attack Speed by 30%. Damage AD: 200% / 200% / 205%. Damage AP: 30% / 45% / 60%.Damage: AD + AP.Duration: 3 / 3.5 / 4 seconds.",2,Active,On Projectile Hit,—,Step 1 Projectile,Circle AOE,Step 1 Aim target,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Attack,Damage,200/200/205% AD + 30/45/60% AP,—,—,Once,—,AOE
Set 9,Graves,1 Gold,Carry,Bilgewater,,Rogue,Gunner,1,Smoke-Cloud Chiller,"Smoke Grenade: Launch a smoke grenade toward the current target. It explodes on impact dealing physical damage to adjacent enemies, leaving behind a smoke cloud that Chills for a few seconds. Chill: Reduce Attack Speed by 30%. Damage AD: 200% / 200% / 205%. Damage AP: 30% / 45% / 60%.Damage: AD + AP.Duration: 3 / 3.5 / 4 seconds.",2,Active,On Projectile Hit,—,Step 1 Projectile,Zone AOE,Step 1 Aim target,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Status,Chill,30%,—,—,Every 0.5s,3/3.5/4,AOE
Set 9,Illaoi,1 Gold,Tank,Bilgewater,,Bastion,,1,Soul-Link Tank,"Harsh Lesson: Deal magic damage to the current target, linking souls for 5 seconds. While linked, heal % of all damage taken by the target. Damage: 250% / 375% / 560%. Heal: 25% / 30% / 40%",1,Active,On Cast,—,Self,Cast,Current,—,—,1,—,—,—,—,Same to Aim Target,Attack,Damage,250/375/560% AP,—,—,Once,—,Direct
Set 9,Illaoi,1 Gold,Tank,Bilgewater,,Bastion,,1,Soul-Link Tank,"Harsh Lesson: Deal magic damage to the current target, linking souls for 5 seconds. While linked, heal % of all damage taken by the target. Damage: 250% / 375% / 560%. Heal: 25% / 30% / 40%",1,Active,On Cast,—,Self,Cast,Current,—,—,1,—,—,—,—,Same to Aim Target,Status,Soul Link,—,—,—,Once,5,Direct
Set 9,Illaoi,1 Gold,Tank,Bilgewater,,Bastion,,1,Soul-Link Tank,"Harsh Lesson: Deal magic damage to the current target, linking souls for 5 seconds. While linked, heal % of all damage taken by the target. Damage: 250% / 375% / 560%. Heal: 25% / 30% / 40%",1,Active,On Cast,—,Self,Cast,Current,—,—,1,—,—,—,—,Self,Buff,Heal,25/30/40%,Derived,of all damage the linked target takes,Once,5,Direct
Set 9,Twisted Fate,2 Gold,Carry,Bilgewater,,Multicaster,,4,Delayed-Burst Mage,"Stacked Deck: Throw a hand of cards at the current target, dealing damage and encircling them. After 1.25 seconds the cards explode, dealing damage to nearby enemies. Initial Damage: 155% / 235% / 380%. Delayed Damage: 185% / 275% / 435%",1,Active,On Cast,—,Self,Homing Projectile,Current,default,default,4,1,—,—,—,Same to Aim Target,Attack,Damage,155/235/380% AP,—,—,Once,—,Projectile
Set 9,Twisted Fate,2 Gold,Carry,Bilgewater,,Multicaster,,4,Delayed-Burst Mage,"Stacked Deck: Throw a hand of cards at the current target, dealing damage and encircling them. After 1.25 seconds the cards explode, dealing damage to nearby enemies. Initial Damage: 155% / 235% / 380%. Delayed Damage: 185% / 275% / 435%",1,Active,On Cast,—,Self,Homing Projectile,Current,default,default,4,1,—,—,—,Same to Aim Target,Status,Delayed Blast,1.25,—,—,Once,—,Projectile
Set 9,Twisted Fate,2 Gold,Carry,Bilgewater,,Multicaster,,4,Delayed-Burst Mage,"Stacked Deck: Throw a hand of cards at the current target, dealing damage and encircling them. After 1.25 seconds the cards explode, dealing damage to nearby enemies. Initial Damage: 155% / 235% / 380%. Delayed Damage: 185% / 275% / 435%",2,Active,After Step 1,—,Delayed Blast,Circle AOE,Self,centred,Circle 1 hex,4,1,—,—,—,Enemies in area,Attack,Damage,185/275/435% AP,—,—,Once,—,AOE
Set 9,Nautilus,3 Gold,Tank,Bilgewater,,Juggernaut,,1,Knock-Up Anchor,"Riptide: Passive: Gain 40% bonus Armor and Magic Resistance from all sources. Active: Deals magic damage to enemies within two hexes. Knock them up and pull them together, Stunning them for 1.5 seconds. Damage: 150% / 225% / 360%. Stun Duration: 1.5 / 1.5 / 2 seconds",0.1,Passive,Game Start,—,Self,Cast,Self,—,—,1,—,—,—,—,Same to Aim Target,Buff,Armor,40%,Derived,of Armor from all sources,Once,Permanent,Direct
Set 9,Nautilus,3 Gold,Tank,Bilgewater,,Juggernaut,,1,Knock-Up Anchor,"Riptide: Passive: Gain 40% bonus Armor and Magic Resistance from all sources. Active: Deals magic damage to enemies within two hexes. Knock them up and pull them together, Stunning them for 1.5 seconds. Damage: 150% / 225% / 360%. Stun Duration: 1.5 / 1.5 / 2 seconds",0.1,Passive,Game Start,—,Self,Cast,Self,—,—,1,—,—,—,—,Same to Aim Target,Buff,MR,40%,Derived,of MR from all sources,Once,Permanent,Direct
Set 9,Nautilus,3 Gold,Tank,Bilgewater,,Juggernaut,,1,Knock-Up Anchor,"Riptide: Passive: Gain 40% bonus Armor and Magic Resistance from all sources. Active: Deals magic damage to enemies within two hexes. Knock them up and pull them together, Stunning them for 1.5 seconds. Damage: 150% / 225% / 360%. Stun Duration: 1.5 / 1.5 / 2 seconds",1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Attack,Damage,150/225/360% AP,—,—,Once,—,AOE
Set 9,Nautilus,3 Gold,Tank,Bilgewater,,Juggernaut,,1,Knock-Up Anchor,"Riptide: Passive: Gain 40% bonus Armor and Magic Resistance from all sources. Active: Deals magic damage to enemies within two hexes. Knock them up and pull them together, Stunning them for 1.5 seconds. Damage: 150% / 225% / 360%. Stun Duration: 1.5 / 1.5 / 2 seconds",1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Status,Knock Up,—,—,—,Once,—,AOE
Set 9,Nautilus,3 Gold,Tank,Bilgewater,,Juggernaut,,1,Knock-Up Anchor,"Riptide: Passive: Gain 40% bonus Armor and Magic Resistance from all sources. Active: Deals magic damage to enemies within two hexes. Knock them up and pull them together, Stunning them for 1.5 seconds. Damage: 150% / 225% / 360%. Stun Duration: 1.5 / 1.5 / 2 seconds",1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Status,Stun,—,—,—,Once,1.5/1.5/2,AOE
Set 9,Gangplank,5 Gold,Carry,Bilgewater,,Gunner,Reaver King,1,Dreadway Admiral,"Cutlass Passive: Gain 50 Armor and Magic Resist. Attacks ignite the target, dealing true damage over 2 seconds.Pistol Passive: Gain 3 range. Attacks grant 5 extra mana. Active: Summon the Dreadway to sail across the board, crashing into the first enemy hit and dealing magic damage in a 3-hex radius. Allies the Dreadway passes through or hits with the crash are empowered by citrus, gaining Attack Speed and immunity to crowd control for 3 seconds. Ignite Damage: 250% / 250% / 2500%. Spell Damage: 450% / 675% / 9001%. Attack Speed: 35% / 50% / 300%",0.1,Passive,Game Start,—,Self,Cast,Self,—,—,1,—,—,—,—,Same to Aim Target,Buff,Armor,50,—,—,Once,Permanent,Direct
